break_id,client_id,client_name,security_id,ticker,security_name,break_date,source_system,internal_system,source_quantity,internal_quantity,break_quantity,break_value_inr,break_pct,severity,rag_status,status,region,asset_class,sector,raised_date,sla_hours,sla_breached,assigned_to,root_cause
BRK-0206,CLT0014,Temasek Holdings,INE467B01029,TCS,Tata Consultancy Services,2024-10-06,Broker Confirm,Simcorp,52710,52301,409,1603280,0.775,Low,Green,Open,APAC,Equity,IT,2024-10-06,8,False,Data Ops Team,Corporate Action
BRK-0207,CLT0003,SBI Life Insurance,INE075A01022,WIPRO,Wipro Ltd,2024-07-07,Bloomberg AIM,In-house,5370,5305,65,33800,1.195,Low,Green,Resolved,APAC,Equity,IT,2024-07-07,48,False,Recon Team,Price Variance
BRK-0208,CLT0015,Norges Bank Investment Mgmt,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-04-02,Bloomberg AIM,Simcorp,25768,23981,1787,6522550,6.933,Medium,Amber,Open,EMEA,Equity,Infrastructure,2025-04-02,48,True,Recon Team,Trade Timing
BRK-0209,CLT0015,Norges Bank Investment Mgmt,INE040A01034,HDFCBANK,HDFC Bank Ltd,2025-03-05,Bloomberg AIM,Charles River,2595,2656,61,98820,2.378,Low,Green,Open,EMEA,Equity,Banking,2025-03-05,24,True,Escalation Desk,Trade Timing
BRK-0210,CLT0005,Kotak Mahindra AMC,INE154A01025,ITC,ITC Ltd,2025-02-26,Bloomberg AIM,Charles River,13299,14269,970,451050,7.3,Medium,Amber,In Progress,APAC,Equity,FMCG,2025-02-26,48,False,Recon Team,Manual Entry Error
BRK-0211,CLT0012,Vanguard Emerging Markets,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-08-26,Custodian Report,Charles River,57928,52612,5316,13024200,9.176,High,Red,In Progress,Americas,Equity,Conglomerate,2024-08-26,4,False,Data Ops Team,Manual Entry Error
BRK-0212,CLT0001,Tata Investment Corp,INE001A01036,SBIN,State Bank of India,2025-04-22,Broker Confirm,In-house,89134,102104,12970,10116600,14.552,High,Red,Resolved,APAC,Equity,Banking,2025-04-22,8,False,Escalation Desk,Price Variance
BRK-0213,CLT0014,Temasek Holdings,INE075A01022,WIPRO,Wipro Ltd,2024-11-17,Custodian Report,In-house,90167,98565,8398,4366960,9.314,High,Red,Open,APAC,Equity,IT,2024-11-17,8,False,Client Services,Manual Entry Error
BRK-0214,CLT0008,Nippon India MF,INE585B01010,AXISBANK,Axis Bank Ltd,2024-12-14,Custodian Report,Charles River,35937,35620,317,332850,0.88,Low,Green,Resolved,APAC,Equity,Banking,2024-12-14,24,False,Client Services,System Sync Delay
BRK-0215,CLT0004,HDFC Pension Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-11-17,Bloomberg AIM,Charles River,19689,21610,1921,3227280,9.759,High,Red,Escalated,APAC,Equity,Pharma,2024-11-17,8,False,Recon Team,System Sync Delay
BRK-0216,CLT0001,Tata Investment Corp,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-11-03,Broker Confirm,Charles River,52168,57120,4952,18074800,9.493,High,Red,Open,APAC,Equity,Infrastructure,2024-11-03,24,False,Client Services,Manual Entry Error
BRK-0217,CLT0004,HDFC Pension Fund,INE467B01029,TCS,Tata Consultancy Services,2024-07-07,Bloomberg AIM,Simcorp,18783,19454,671,2630320,3.577,Medium,Amber,Open,APAC,Equity,IT,2024-07-07,48,True,Data Ops Team,Price Variance
BRK-0218,CLT0004,HDFC Pension Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,2025-04-22,Custodian Report,Simcorp,90790,80583,10207,25007150,11.242,High,Red,Open,APAC,Equity,Conglomerate,2025-04-22,24,False,Client Services,Manual Entry Error
BRK-0219,CLT0005,Kotak Mahindra AMC,INE154A01025,ITC,ITC Ltd,2024-08-25,Custodian Report,Simcorp,20082,22065,1983,922095,9.875,High,Red,Open,APAC,Equity,FMCG,2024-08-25,48,False,Data Ops Team,System Sync Delay
BRK-0220,CLT0012,Vanguard Emerging Markets,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2025-03-08,Custodian Report,Simcorp,15899,15294,605,840950,3.805,Medium,Amber,Open,Americas,Equity,Telecom,2025-03-08,48,False,Client Services,Manual Entry Error
BRK-0221,CLT0001,Tata Investment Corp,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-08-21,Broker Confirm,In-house,23437,26312,2875,4657500,12.268,High,Red,Escalated,APAC,Equity,Banking,2024-08-21,48,False,Client Services,Corporate Action
BRK-0222,CLT0008,Nippon India MF,INE075A01022,WIPRO,Wipro Ltd,2024-11-08,Bloomberg AIM,In-house,97729,111750,14021,7290920,14.348,High,Red,Open,APAC,Equity,IT,2024-11-08,48,True,Data Ops Team,Trade Timing
BRK-0223,CLT0014,Temasek Holdings,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-06-05,Bloomberg AIM,In-house,25041,28735,3694,2438040,14.755,High,Red,Open,APAC,Equity,Metals,2024-06-05,4,True,Data Ops Team,Price Variance
BRK-0224,CLT0001,Tata Investment Corp,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-08-26,Bloomberg AIM,Charles River,75364,64618,10746,17408520,14.259,High,Red,Resolved,APAC,Equity,Banking,2024-08-26,4,False,Escalation Desk,Price Variance
BRK-0225,CLT0006,LIC of India,INE467B01029,TCS,Tata Consultancy Services,2025-02-13,Broker Confirm,Simcorp,16013,18154,2141,8392720,13.372,High,Red,Open,APAC,Equity,IT,2025-02-13,8,True,Data Ops Team,System Sync Delay
BRK-0226,CLT0012,Vanguard Emerging Markets,INE075A01022,WIPRO,Wipro Ltd,2025-05-13,Broker Confirm,Charles River,37879,32957,4922,2559440,12.993,High,Red,In Progress,Americas,Equity,IT,2025-05-13,24,True,Escalation Desk,Price Variance
BRK-0227,CLT0006,LIC of India,INE009A01021,INFY,Infosys Ltd,2024-08-29,Broker Confirm,In-house,87886,83835,4051,5995480,4.609,Medium,Amber,In Progress,APAC,Equity,IT,2024-08-29,4,False,Recon Team,System Sync Delay
BRK-0228,CLT0012,Vanguard Emerging Markets,INE009A01021,INFY,Infosys Ltd,2024-11-16,Broker Confirm,In-house,50130,43094,7036,10413280,14.035,High,Red,In Progress,Americas,Equity,IT,2024-11-16,24,True,Recon Team,Manual Entry Error
BRK-0229,CLT0007,ICICI Prudential AMC,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-10-10,Bloomberg AIM,Charles River,8612,9021,409,568510,4.75,Medium,Amber,Resolved,APAC,Equity,Telecom,2024-10-10,24,False,Data Ops Team,Corporate Action
BRK-0230,CLT0012,Vanguard Emerging Markets,INE467B01029,TCS,Tata Consultancy Services,2024-06-21,Broker Confirm,In-house,39260,37911,1349,5288080,3.435,Medium,Amber,Open,Americas,Equity,IT,2024-06-21,4,False,Data Ops Team,System Sync Delay
BRK-0231,CLT0011,BlackRock India Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-08-22,Bloomberg AIM,In-house,6895,7163,268,656600,3.891,Medium,Amber,Open,Americas,Equity,Conglomerate,2024-08-22,24,False,Data Ops Team,Manual Entry Error
BRK-0232,CLT0014,Temasek Holdings,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-02-11,Bloomberg AIM,Simcorp,23934,23179,755,936200,3.152,Medium,Amber,Open,APAC,Equity,Banking,2025-02-11,24,False,Data Ops Team,Trade Timing
BRK-0233,CLT0003,SBI Life Insurance,INE090A01021,ICICIBANK,ICICI Bank Ltd,2024-12-03,Custodian Report,Simcorp,90799,83372,7427,9209480,8.179,High,Red,In Progress,APAC,Equity,Banking,2024-12-03,4,False,Data Ops Team,Manual Entry Error
BRK-0234,CLT0008,Nippon India MF,INE585B01010,AXISBANK,Axis Bank Ltd,2025-03-24,Custodian Report,Simcorp,77024,66504,10520,11046000,13.658,High,Red,In Progress,APAC,Equity,Banking,2025-03-24,4,False,Escalation Desk,Trade Timing
BRK-0235,CLT0012,Vanguard Emerging Markets,INE361B01024,HCLTECH,HCL Technologies Ltd,2024-07-21,Broker Confirm,Charles River,64305,68076,3771,5958180,5.865,Medium,Amber,Resolved,Americas,Equity,IT,2024-07-21,4,True,Data Ops Team,Trade Timing
BRK-0236,CLT0003,SBI Life Insurance,INE117A01022,BHARTIARTL,Bharti Airtel Ltd,2024-07-31,Broker Confirm,In-house,35128,36387,1259,1750010,3.586,Medium,Amber,In Progress,APAC,Equity,Telecom,2024-07-31,4,False,Client Services,Price Variance
BRK-0237,CLT0003,SBI Life Insurance,INE585B01010,AXISBANK,Axis Bank Ltd,2024-06-15,Custodian Report,Simcorp,78695,83000,4305,4520250,5.471,Medium,Amber,Open,APAC,Equity,Banking,2024-06-15,24,False,Recon Team,Trade Timing
BRK-0238,CLT0009,Emirates NBD Asset Mgmt,INE009A01021,INFY,Infosys Ltd,2024-12-18,Broker Confirm,In-house,24873,26541,1668,2468640,6.709,Medium,Amber,Resolved,EMEA,Equity,IT,2024-12-18,8,True,Data Ops Team,Price Variance
BRK-0239,CLT0005,Kotak Mahindra AMC,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-02-06,Custodian Report,In-house,62858,66842,3984,6693120,6.339,Medium,Amber,Resolved,APAC,Equity,Pharma,2025-02-06,48,False,Escalation Desk,Trade Timing
BRK-0240,CLT0007,ICICI Prudential AMC,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-09-10,Bloomberg AIM,Simcorp,66316,75668,9352,6172320,14.102,High,Red,Resolved,APAC,Equity,Metals,2024-09-10,24,False,Data Ops Team,Manual Entry Error
BRK-0241,CLT0011,BlackRock India Fund,INE031A01017,POWERGRID,Power Grid Corp of India,2024-11-29,Custodian Report,Charles River,53221,58757,5536,1743840,10.403,High,Red,Resolved,Americas,Equity,Utilities,2024-11-29,24,False,Client Services,Trade Timing
BRK-0242,CLT0012,Vanguard Emerging Markets,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-09-08,Bloomberg AIM,Simcorp,44925,50343,5418,19775700,12.061,High,Red,Resolved,Americas,Equity,Infrastructure,2024-09-08,4,True,Client Services,System Sync Delay
BRK-0243,CLT0002,Aditya Birla Capital,INE001A01036,SBIN,State Bank of India,2024-07-03,Custodian Report,Simcorp,59990,57539,2451,1911780,4.085,Medium,Amber,Open,APAC,Equity,Banking,2024-07-03,8,False,Escalation Desk,Trade Timing
BRK-0244,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,2024-12-06,Bloomberg AIM,Simcorp,48629,51951,3322,13022240,6.833,Medium,Amber,Escalated,APAC,Equity,IT,2024-12-06,24,False,Escalation Desk,Corporate Action
BRK-0245,CLT0010,Abu Dhabi Investment Auth,INE467B01029,TCS,Tata Consultancy Services,2024-10-13,Custodian Report,Charles River,90941,78346,12595,49372400,13.849,High,Red,Open,EMEA,Equity,IT,2024-10-13,48,True,Data Ops Team,Corporate Action
BRK-0246,CLT0005,Kotak Mahindra AMC,INE020B01018,NTPC,NTPC Ltd,2024-11-03,Bloomberg AIM,In-house,88405,92930,4525,1629000,5.119,Medium,Amber,Escalated,APAC,Equity,Utilities,2024-11-03,48,False,Client Services,Corporate Action
BRK-0247,CLT0006,LIC of India,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-04-21,Bloomberg AIM,Charles River,43786,44554,768,506880,1.755,Low,Green,In Progress,APAC,Equity,Metals,2025-04-21,4,True,Client Services,System Sync Delay
BRK-0248,CLT0001,Tata Investment Corp,INE009A01021,INFY,Infosys Ltd,2024-07-02,Custodian Report,Simcorp,42845,45843,2998,4437040,6.998,Medium,Amber,Open,APAC,Equity,IT,2024-07-02,8,False,Data Ops Team,Price Variance
BRK-0249,CLT0011,BlackRock India Fund,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-01-20,Bloomberg AIM,Charles River,18520,15994,2526,4243680,13.638,High,Red,Open,Americas,Equity,Pharma,2025-01-20,4,False,Escalation Desk,Corporate Action
BRK-0250,CLT0004,HDFC Pension Fund,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2025-04-14,Broker Confirm,In-house,20914,19161,1753,22438400,8.378,High,Red,Open,APAC,Equity,Auto,2025-04-14,4,False,Client Services,System Sync Delay
BRK-0251,CLT0007,ICICI Prudential AMC,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-11-13,Broker Confirm,Charles River,75986,83250,7264,11767680,9.56,High,Red,Resolved,APAC,Equity,Banking,2024-11-13,4,False,Escalation Desk,Manual Entry Error
BRK-0252,CLT0010,Abu Dhabi Investment Auth,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-07-24,Bloomberg AIM,In-house,5015,4933,82,132840,1.616,Low,Green,In Progress,EMEA,Equity,Banking,2024-07-24,24,False,Client Services,Manual Entry Error
BRK-0253,CLT0013,GIC Private Ltd Singapore,INE585B01010,AXISBANK,Axis Bank Ltd,2024-06-14,Bloomberg AIM,Charles River,9655,10213,558,585900,5.781,Medium,Amber,Open,APAC,Equity,Banking,2024-06-14,8,False,Recon Team,Corporate Action
BRK-0254,CLT0013,GIC Private Ltd Singapore,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-04-13,Custodian Report,In-house,21817,22497,680,448800,3.121,Medium,Amber,Escalated,APAC,Equity,Metals,2025-04-13,48,False,Recon Team,Corporate Action
BRK-0255,CLT0005,Kotak Mahindra AMC,INE009A01021,INFY,Infosys Ltd,2024-12-28,Broker Confirm,In-house,78641,73805,4836,7157280,6.148,Medium,Amber,Open,APAC,Equity,IT,2024-12-28,48,False,Client Services,Corporate Action
BRK-0256,CLT0002,Aditya Birla Capital,INE154A01025,ITC,ITC Ltd,2024-06-27,Bloomberg AIM,Charles River,79024,88428,9404,4372860,11.901,High,Red,In Progress,APAC,Equity,FMCG,2024-06-27,48,False,Client Services,Trade Timing
BRK-0257,CLT0012,Vanguard Emerging Markets,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-09-17,Bloomberg AIM,In-house,1503,1548,45,576000,3.029,Medium,Amber,Resolved,Americas,Equity,Auto,2024-09-17,4,False,Recon Team,Manual Entry Error
BRK-0258,CLT0005,Kotak Mahindra AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-03-27,Bloomberg AIM,Charles River,92782,94982,2200,8030000,2.371,Low,Green,Open,APAC,Equity,Infrastructure,2025-03-27,4,False,Escalation Desk,Corporate Action
BRK-0259,CLT0003,SBI Life Insurance,INE009A01021,INFY,Infosys Ltd,2024-08-17,Broker Confirm,Charles River,90681,94298,3617,5353160,3.989,Medium,Amber,In Progress,APAC,Equity,IT,2024-08-17,8,False,Escalation Desk,Trade Timing
BRK-0260,CLT0012,Vanguard Emerging Markets,INE075A01022,WIPRO,Wipro Ltd,2024-08-24,Custodian Report,Charles River,23107,25184,2077,1080040,8.99,High,Red,Open,Americas,Equity,IT,2024-08-24,8,False,Client Services,Manual Entry Error
BRK-0261,CLT0001,Tata Investment Corp,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-12-10,Custodian Report,Charles River,82381,84859,2478,4163040,3.008,Medium,Amber,Open,APAC,Equity,Pharma,2024-12-10,48,True,Data Ops Team,System Sync Delay
BRK-0262,CLT0006,LIC of India,INE213A01029,MARUTI,Maruti Suzuki India Ltd,2024-06-14,Bloomberg AIM,In-house,52972,58447,5475,70080000,10.337,High,Red,In Progress,APAC,Equity,Auto,2024-06-14,4,False,Client Services,System Sync Delay
BRK-0263,CLT0007,ICICI Prudential AMC,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-08-06,Bloomberg AIM,Simcorp,11520,11933,413,1011850,3.591,Medium,Amber,Resolved,APAC,Equity,Conglomerate,2024-08-06,8,False,Data Ops Team,Manual Entry Error
BRK-0264,CLT0002,Aditya Birla Capital,INE020B01018,NTPC,NTPC Ltd,2024-06-06,Bloomberg AIM,In-house,41362,42463,1101,396360,2.664,Low,Green,Resolved,APAC,Equity,Utilities,2024-06-06,24,False,Client Services,Manual Entry Error
BRK-0265,CLT0005,Kotak Mahindra AMC,INE467B01029,TCS,Tata Consultancy Services,2024-07-31,Bloomberg AIM,Charles River,75615,65706,9909,38843280,13.104,High,Red,In Progress,APAC,Equity,IT,2024-07-31,4,True,Escalation Desk,Corporate Action
BRK-0266,CLT0007,ICICI Prudential AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-04-22,Custodian Report,In-house,23719,20541,3178,11599700,13.397,High,Red,In Progress,APAC,Equity,Infrastructure,2025-04-22,48,False,Recon Team,System Sync Delay
BRK-0267,CLT0003,SBI Life Insurance,INE020B01018,NTPC,NTPC Ltd,2024-06-03,Broker Confirm,Simcorp,63122,59333,3789,1364040,6.002,Medium,Amber,In Progress,APAC,Equity,Utilities,2024-06-03,24,False,Client Services,Price Variance
BRK-0268,CLT0002,Aditya Birla Capital,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-12-27,Bloomberg AIM,Charles River,2963,3061,98,695800,3.326,Medium,Amber,Resolved,APAC,Equity,NBFC,2024-12-27,24,False,Recon Team,Corporate Action
BRK-0269,CLT0014,Temasek Holdings,INE018A01030,LARSEN,Larsen & Toubro Ltd,2025-02-13,Bloomberg AIM,Simcorp,63180,55827,7353,26838450,11.637,High,Red,In Progress,APAC,Equity,Infrastructure,2025-02-13,4,False,Data Ops Team,Corporate Action
BRK-0270,CLT0003,SBI Life Insurance,INE075A01022,WIPRO,Wipro Ltd,2024-07-16,Broker Confirm,Charles River,54150,46984,7166,3726320,13.232,High,Red,In Progress,APAC,Equity,IT,2024-07-16,4,False,Recon Team,Corporate Action
BRK-0271,CLT0003,SBI Life Insurance,INE066A01021,ONGC,Oil & Natural Gas Corp,2024-11-20,Bloomberg AIM,Charles River,3883,4361,478,129060,12.313,High,Red,In Progress,APAC,Equity,Energy,2024-11-20,48,False,Recon Team,Trade Timing
BRK-0272,CLT0009,Emirates NBD Asset Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-06-10,Bloomberg AIM,Simcorp,3618,3263,355,596400,9.791,High,Red,Resolved,EMEA,Equity,Pharma,2024-06-10,4,False,Client Services,Price Variance
BRK-0273,CLT0008,Nippon India MF,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-08-06,Broker Confirm,Charles River,34914,31156,3758,6313440,10.761,High,Red,Open,APAC,Equity,Pharma,2024-08-06,4,False,Recon Team,System Sync Delay
BRK-0274,CLT0009,Emirates NBD Asset Mgmt,INE467B01029,TCS,Tata Consultancy Services,2025-01-21,Custodian Report,Charles River,78011,84558,6547,25664240,8.393,High,Red,Open,EMEA,Equity,IT,2025-01-21,48,False,Client Services,Price Variance
BRK-0275,CLT0013,GIC Private Ltd Singapore,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2025-02-02,Bloomberg AIM,Simcorp,63273,54394,8879,14916720,14.032,High,Red,Resolved,APAC,Equity,Pharma,2025-02-02,8,False,Client Services,Price Variance
BRK-0276,CLT0006,LIC of India,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-09-22,Custodian Report,In-house,30606,30845,239,387180,0.781,Low,Green,In Progress,APAC,Equity,Banking,2024-09-22,4,False,Escalation Desk,Trade Timing
BRK-0277,CLT0006,LIC of India,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-06-01,Custodian Report,Simcorp,82385,94493,12108,44194200,14.698,High,Red,Escalated,APAC,Equity,Infrastructure,2024-06-01,4,True,Recon Team,Trade Timing
BRK-0278,CLT0008,Nippon India MF,INE031A01017,POWERGRID,Power Grid Corp of India,2024-06-13,Custodian Report,Charles River,29501,30965,1464,461160,4.966,Medium,Amber,In Progress,APAC,Equity,Utilities,2024-06-13,4,False,Escalation Desk,Price Variance
BRK-0279,CLT0011,BlackRock India Fund,INE585B01010,AXISBANK,Axis Bank Ltd,2024-07-04,Custodian Report,Simcorp,77317,83426,6109,6414450,7.901,Medium,Amber,In Progress,Americas,Equity,Banking,2024-07-04,24,False,Escalation Desk,System Sync Delay
BRK-0280,CLT0010,Abu Dhabi Investment Auth,INE585B01010,AXISBANK,Axis Bank Ltd,2024-06-22,Custodian Report,In-house,9781,8783,998,1047900,10.198,High,Red,Open,EMEA,Equity,Banking,2024-06-22,4,False,Recon Team,Corporate Action
BRK-0281,CLT0010,Abu Dhabi Investment Auth,INE038A01020,HINDALCO,Hindalco Industries Ltd,2024-07-03,Custodian Report,Charles River,82966,87439,4473,2952180,5.392,Medium,Amber,Open,EMEA,Equity,Metals,2024-07-03,48,False,Escalation Desk,Corporate Action
BRK-0282,CLT0011,BlackRock India Fund,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-11-08,Broker Confirm,Charles River,12553,11689,864,2116800,6.875,Medium,Amber,In Progress,Americas,Equity,Conglomerate,2024-11-08,24,False,Client Services,System Sync Delay
BRK-0283,CLT0011,BlackRock India Fund,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-02-06,Custodian Report,In-house,56999,61715,4716,3112560,8.274,High,Red,Open,Americas,Equity,Metals,2025-02-06,48,False,Data Ops Team,Trade Timing
BRK-0284,CLT0013,GIC Private Ltd Singapore,INE361B01024,HCLTECH,HCL Technologies Ltd,2025-05-11,Bloomberg AIM,In-house,92058,84653,7405,11699900,8.043,High,Red,Resolved,APAC,Equity,IT,2025-05-11,48,False,Recon Team,Price Variance
BRK-0285,CLT0002,Aditya Birla Capital,INE075A01022,WIPRO,Wipro Ltd,2024-11-14,Broker Confirm,Simcorp,16414,18808,2394,1244880,14.589,High,Red,In Progress,APAC,Equity,IT,2024-11-14,24,True,Client Services,System Sync Delay
BRK-0286,CLT0014,Temasek Holdings,INE031A01017,POWERGRID,Power Grid Corp of India,2025-02-17,Broker Confirm,In-house,60776,66897,6121,1928115,10.071,High,Red,Open,APAC,Equity,Utilities,2025-02-17,8,True,Recon Team,Manual Entry Error
BRK-0287,CLT0010,Abu Dhabi Investment Auth,INE154A01025,ITC,ITC Ltd,2024-10-21,Custodian Report,In-house,88433,83664,4769,2217585,5.392,Medium,Amber,Open,EMEA,Equity,FMCG,2024-10-21,4,False,Client Services,Trade Timing
BRK-0288,CLT0005,Kotak Mahindra AMC,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-10-02,Custodian Report,Simcorp,18576,21036,2460,7011000,13.247,High,Red,Resolved,APAC,Equity,Energy,2024-10-02,4,False,Client Services,Corporate Action
BRK-0289,CLT0007,ICICI Prudential AMC,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-10-12,Bloomberg AIM,In-house,87729,76089,11640,82644000,13.268,High,Red,In Progress,APAC,Equity,NBFC,2024-10-12,4,True,Escalation Desk,Price Variance
BRK-0290,CLT0004,HDFC Pension Fund,INE296A01024,BAJFINANCE,Bajaj Finance Ltd,2024-06-12,Custodian Report,In-house,25456,26921,1465,10401500,5.757,Medium,Amber,Open,APAC,Equity,NBFC,2024-06-12,8,False,Escalation Desk,Trade Timing
BRK-0291,CLT0002,Aditya Birla Capital,INE031A01017,POWERGRID,Power Grid Corp of India,2024-08-28,Custodian Report,In-house,44496,46999,2503,788445,5.627,Medium,Amber,Resolved,APAC,Equity,Utilities,2024-08-28,4,False,Recon Team,Trade Timing
BRK-0292,CLT0009,Emirates NBD Asset Mgmt,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-12-21,Broker Confirm,Simcorp,11544,12874,1330,3790500,11.528,High,Red,Open,EMEA,Equity,Energy,2024-12-21,4,False,Data Ops Team,Manual Entry Error
BRK-0293,CLT0002,Aditya Birla Capital,INE090A01021,ICICIBANK,ICICI Bank Ltd,2025-04-29,Broker Confirm,Charles River,44612,41947,2665,3304600,5.972,Medium,Amber,In Progress,APAC,Equity,Banking,2025-04-29,4,False,Client Services,Price Variance
BRK-0294,CLT0005,Kotak Mahindra AMC,INE018A01030,LARSEN,Larsen & Toubro Ltd,2024-08-01,Broker Confirm,Simcorp,83505,82730,775,2828750,0.928,Low,Green,Open,APAC,Equity,Infrastructure,2024-08-01,8,False,Recon Team,System Sync Delay
BRK-0295,CLT0005,Kotak Mahindra AMC,INE414G01012,ADANIENT,Adani Enterprises Ltd,2024-12-27,Bloomberg AIM,Charles River,8364,9003,639,1565550,7.652,Medium,Amber,Resolved,APAC,Equity,Conglomerate,2024-12-27,4,True,Client Services,System Sync Delay
BRK-0296,CLT0004,HDFC Pension Fund,INE002A01018,RELIANCE,Reliance Industries Ltd,2024-11-25,Bloomberg AIM,Simcorp,40127,36556,3571,10177350,8.898,High,Red,Open,APAC,Equity,Energy,2024-11-25,24,False,Escalation Desk,Price Variance
BRK-0297,CLT0008,Nippon India MF,INE038A01020,HINDALCO,Hindalco Industries Ltd,2025-01-01,Custodian Report,Simcorp,52556,48779,3777,2492820,7.186,Medium,Amber,Open,APAC,Equity,Metals,2025-01-01,4,False,Client Services,System Sync Delay
BRK-0298,CLT0015,Norges Bank Investment Mgmt,INE585B01010,AXISBANK,Axis Bank Ltd,2024-07-24,Broker Confirm,Simcorp,38287,41132,2845,2987250,7.431,Medium,Amber,Resolved,EMEA,Equity,Banking,2024-07-24,24,False,Recon Team,Manual Entry Error
BRK-0299,CLT0015,Norges Bank Investment Mgmt,INE721A01013,SUNPHARMA,Sun Pharmaceutical Ltd,2024-08-30,Bloomberg AIM,In-house,95201,97040,1839,3089520,1.932,Low,Green,Open,EMEA,Equity,Pharma,2024-08-30,4,True,Client Services,Trade Timing
BRK-0300,CLT0015,Norges Bank Investment Mgmt,INE040A01034,HDFCBANK,HDFC Bank Ltd,2024-11-19,Custodian Report,Simcorp,59163,61501,2338,3787560,3.953,Medium,Amber,Open,EMEA,Equity,Banking,2024-11-19,24,False,Client Services,Trade Timing
