record_id,client_id,client_name,client_type,region,relationship_manager,onboarding_date,aum_inr_crores,portfolio_count,kyc_status,kyc_expiry,risk_rating,status,last_reviewed,days_since_review,email,contact_phone,data_complete,validated
CLT-REC-00258,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,30302.78,4,Verified,2025-10-08,Low,Active,2025-02-21,94,ops@abudhabiin.com,+91-9023974142,True,True
CLT-REC-00259,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,23973.86,13,Verified,2025-06-14,Low,Active,2024-07-27,303,ops@iciciprude.com,+91-8482142952,True,False
CLT-REC-00260,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,48856.51,15,Verified,2026-11-02,Low,Active,2025-05-09,17,ops@sbilifeins.com,+91-7527933254,True,True
CLT-REC-00261,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,18189.64,19,Verified,2026-02-10,Medium,Active,2024-01-18,494,ops@kotakmahin.com,+91-7215564212,True,True
CLT-REC-00262,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,17432.96,11,Expired,2026-08-06,High,Active,2024-06-20,340,ops@tatainvest.com,+91-7655116357,True,True
CLT-REC-00263,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,49258.84,1,Verified,2025-05-27,Low,Active,2024-04-22,399,ops@nipponindi.com,+91-8944464066,True,True
CLT-REC-00264,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,15423.35,12,Verified,2025-11-17,High,Active,2024-12-20,157,ops@hdfcpensio.com,+91-9924613003,True,True
CLT-REC-00265,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,,2017-05-22,21168.0,15,Verified,2026-04-30,High,Active,2024-04-08,413,,,False,True
CLT-REC-00266,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,31406.73,8,Verified,2025-07-05,High,Active,2024-02-02,479,ops@vanguardem.com,+91-9302778908,True,True
CLT-REC-00267,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,1546.43,3,Pending,2026-02-15,Medium,Active,2024-03-13,439,ops@emiratesnb.com,+91-8385528994,True,True
CLT-REC-00268,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,9083.41,6,Pending,2025-05-18,Medium,Active,2024-07-29,301,ops@norgesbank.com,+91-7288054670,True,True
CLT-REC-00269,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,4439.74,3,Verified,2027-01-02,High,Active,2024-01-31,481,ops@blackrocki.com,+91-8899621152,True,True
CLT-REC-00270,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,23570.92,2,Verified,2026-06-09,Low,Active,2024-11-02,205,ops@tatainvest.com,+91-7603070495,True,True
CLT-REC-00271,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,46891.1,16,Verified,2025-07-14,Medium,Active,2024-03-18,434,ops@temasekhol.com,+91-9944953242,True,True
CLT-REC-00272,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,48908.17,6,Verified,2026-11-23,Low,Active,2024-02-08,473,ops@emiratesnb.com,+91-8755655202,True,False
CLT-REC-00273,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,24497.81,15,Expired,2027-01-31,Low,Active,2024-10-14,224,ops@vanguardem.com,+91-8801534258,True,True
CLT-REC-00274,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,44845.56,5,Verified,2026-12-08,High,Active,2025-01-24,122,ops@vanguardem.com,+91-8058012395,True,False
CLT-REC-00275,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,29834.01,6,Verified,2025-07-22,High,Active,2024-11-29,178,ops@vanguardem.com,+91-9567470711,False,True
CLT-REC-00276,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,,2017-05-22,47675.42,10,Verified,2026-01-26,Medium,Active,2025-03-18,69,,,False,True
CLT-REC-00277,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,11150.7,1,Verified,2025-05-26,High,Active,2024-03-25,427,ops@abudhabiin.com,+91-9874048475,True,True
CLT-REC-00278,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,6531.32,2,Pending,2025-09-15,High,Active,2024-08-18,281,ops@nipponindi.com,+91-8956048364,True,True
CLT-REC-00279,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,42923.7,4,Verified,2026-05-20,Medium,Active,2024-04-28,393,ops@hdfcpensio.com,+91-8191463604,True,True
CLT-REC-00280,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,20806.17,2,Verified,2026-03-15,Low,Active,2024-01-25,487,ops@kotakmahin.com,+91-9124573898,True,True
CLT-REC-00281,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,3442.82,6,Verified,2026-12-26,Low,Active,2025-02-08,107,ops@emiratesnb.com,+91-7816502378,True,True
CLT-REC-00282,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,7847.53,14,Verified,2025-11-02,Low,Active,2024-01-23,489,ops@blackrocki.com,+91-7057326388,True,True
CLT-REC-00283,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,17171.12,6,Verified,2025-11-23,Medium,Active,2024-10-16,222,ops@gicprivate.com,+91-9460765457,True,True
CLT-REC-00284,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,46502.83,5,Pending,2025-12-10,Low,Active,2025-04-02,54,ops@licofindia.com,+91-8620114644,True,True
CLT-REC-00285,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,6091.31,17,Verified,2025-05-03,Medium,Active,2024-06-08,352,ops@tatainvest.com,+91-7184916814,True,True
CLT-REC-00286,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,3758.21,2,Pending,2027-01-30,High,Active,2024-11-22,185,ops@licofindia.com,+91-9666582120,True,True
CLT-REC-00287,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,39253.08,14,Verified,2027-01-13,Medium,Active,2024-07-03,327,ops@sbilifeins.com,+91-9110721735,True,True
CLT-REC-00288,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,19204.09,3,Verified,2026-03-30,Low,Active,2024-12-11,166,ops@tatainvest.com,+91-9083071751,True,False
CLT-REC-00289,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,20270.96,4,Verified,2026-04-26,Medium,Active,2024-04-22,399,ops@sbilifeins.com,+91-8525847393,True,True
CLT-REC-00290,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,33313.68,1,Verified,2026-01-21,High,Active,2024-04-27,394,ops@gicprivate.com,+91-7210849973,True,True
CLT-REC-00291,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,26543.06,5,Verified,2026-02-27,Low,Active,2025-05-23,3,ops@kotakmahin.com,+91-9814819210,True,True
CLT-REC-00292,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,20457.27,4,Pending,2026-07-24,Low,Active,2025-03-13,74,ops@emiratesnb.com,+91-7057336253,True,True
CLT-REC-00293,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,1163.1,3,Verified,2025-09-29,Low,Active,2024-01-13,499,ops@abudhabiin.com,+91-7814435781,True,True
CLT-REC-00294,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,23362.61,11,Verified,2026-06-20,Low,Active,2025-04-20,36,ops@licofindia.com,+91-8578170381,True,True
CLT-REC-00295,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,36843.77,10,Expired,2026-04-24,Low,Active,2024-09-19,249,ops@norgesbank.com,+91-8935260754,True,True
CLT-REC-00296,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,39974.05,12,Verified,2027-01-23,High,Active,2024-04-09,412,ops@licofindia.com,+91-9512048780,True,True
CLT-REC-00297,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,43191.17,5,Verified,2027-04-30,High,Active,2024-04-30,391,ops@licofindia.com,+91-7090406861,True,True
CLT-REC-00298,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,8492.77,7,Expired,2026-08-19,High,Active,2024-04-26,395,ops@kotakmahin.com,+91-7916978791,True,True
CLT-REC-00299,CLT0001,Tata Investment Corp,Institutional,APAC,,2019-03-15,16441.42,8,Verified,2025-09-07,High,Active,2024-11-05,202,,,False,True
CLT-REC-00300,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,13572.45,4,Verified,2025-11-29,High,Active,2024-02-04,477,ops@kotakmahin.com,+91-9459604137,True,True
CLT-REC-00301,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,43929.82,3,Verified,2026-03-03,Medium,Active,2024-01-16,496,ops@emiratesnb.com,+91-8851305881,True,True
CLT-REC-00302,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,5949.4,9,Verified,2027-02-24,Low,Active,2024-12-04,173,ops@tatainvest.com,+91-7938060758,True,False
CLT-REC-00303,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,44360.68,2,Pending,2026-04-25,High,Active,2024-07-18,312,ops@adityabirl.com,+91-9032604207,True,True
CLT-REC-00304,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,10473.3,3,Verified,2027-03-15,High,Active,2025-04-06,50,,,False,True
CLT-REC-00305,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,46697.18,17,Pending,2026-04-28,High,Active,2024-06-28,332,ops@temasekhol.com,+91-7569578705,True,True
CLT-REC-00306,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,43196.44,17,Verified,2025-05-31,High,Active,2025-01-20,126,ops@tatainvest.com,+91-7924233437,True,True
CLT-REC-00307,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,8303.38,7,Verified,2026-02-09,Low,Active,2024-10-08,230,ops@gicprivate.com,+91-8521976417,True,True
CLT-REC-00308,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,16966.0,13,Verified,2025-12-12,Low,Active,2024-03-15,437,ops@nipponindi.com,+91-7804854331,True,True
CLT-REC-00309,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,8564.41,1,Verified,2025-07-04,High,Active,2024-03-09,443,ops@abudhabiin.com,+91-7362833798,False,True
CLT-REC-00310,CLT0012,Vanguard Emerging Markets,AMC,Americas,,2019-07-15,41946.86,15,Verified,2025-08-22,Medium,Active,2024-07-10,320,,,False,True
CLT-REC-00311,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,47750.59,18,Verified,2026-06-06,Medium,Active,2024-12-03,174,ops@iciciprude.com,+91-7527778740,True,True
CLT-REC-00312,CLT0012,Vanguard Emerging Markets,AMC,Americas,Sarah Thompson,2019-07-15,49680.9,9,Verified,2026-04-14,Medium,Active,2024-10-16,222,ops@vanguardem.com,+91-8545995168,True,True
CLT-REC-00313,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,44672.54,11,Expired,2026-12-31,High,Active,2025-05-07,19,ops@hdfcpensio.com,+91-7788959570,True,True
CLT-REC-00314,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,46304.34,4,Verified,2025-05-10,Low,Active,2024-05-28,363,ops@emiratesnb.com,+91-7777093558,False,True
CLT-REC-00315,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,33542.02,11,Verified,2025-11-05,Medium,Active,2024-10-06,232,ops@licofindia.com,+91-7713049549,True,True
CLT-REC-00316,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,35048.47,10,Pending,2026-12-01,Low,Active,2024-04-20,401,ops@tatainvest.com,+91-7848823926,True,True
CLT-REC-00317,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,7583.54,10,Verified,2027-05-11,Medium,Active,2025-01-15,131,ops@kotakmahin.com,+91-8528264699,True,True
CLT-REC-00318,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,3826.93,6,Verified,2025-12-25,High,Active,2024-08-04,295,ops@licofindia.com,+91-7758015247,True,True
CLT-REC-00319,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,22819.05,19,Verified,2026-06-15,Low,Active,2024-09-18,250,ops@adityabirl.com,+91-7837874471,True,True
CLT-REC-00320,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,30153.25,4,Verified,2027-03-26,High,Active,2024-02-04,477,ops@norgesbank.com,+91-7356914787,True,True
CLT-REC-00321,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,22283.99,14,Verified,2026-11-13,Medium,Active,2024-06-08,352,ops@sbilifeins.com,+91-7649710620,True,True
CLT-REC-00322,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,34803.05,6,Verified,2025-08-26,High,Active,2025-04-30,26,ops@adityabirl.com,+91-8410273850,False,True
CLT-REC-00323,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,8980.43,16,Verified,2025-05-22,Low,Active,2024-08-10,289,ops@adityabirl.com,+91-8251320830,True,False
CLT-REC-00324,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,36601.18,18,Verified,2026-10-25,Medium,Active,2024-04-30,391,ops@tatainvest.com,+91-8325218199,True,True
CLT-REC-00325,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,47813.86,9,Verified,2027-05-13,Low,Active,2025-03-26,61,ops@iciciprude.com,+91-9410521934,True,True
CLT-REC-00326,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,7174.27,16,Verified,2025-10-09,High,Active,2024-11-17,190,ops@adityabirl.com,+91-8087273754,True,True
CLT-REC-00327,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,6650.57,5,Verified,2026-09-07,High,Active,2024-11-20,187,ops@gicprivate.com,+91-9857919232,True,True
CLT-REC-00328,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,41701.32,5,Verified,2027-04-24,Medium,Active,2025-02-12,103,ops@blackrocki.com,+91-7690397651,True,True
CLT-REC-00329,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,11612.54,4,Verified,2025-06-07,Low,Active,2024-02-24,457,ops@tatainvest.com,+91-9198518313,True,True
CLT-REC-00330,CLT0015,Norges Bank Investment Mgmt,Sovereign,EMEA,Erik Larsen,2018-01-17,24750.38,10,Verified,2027-04-24,Medium,Active,2024-04-13,408,ops@norgesbank.com,+91-9337094810,True,True
CLT-REC-00331,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,15312.89,2,Verified,2025-08-24,High,Active,2025-05-02,24,ops@gicprivate.com,+91-9950351450,True,True
CLT-REC-00332,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,45888.99,19,Pending,2025-06-22,High,Active,2025-05-26,0,ops@tatainvest.com,+91-7343026668,True,True
CLT-REC-00333,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,6919.52,11,Verified,2025-07-01,Low,Active,2025-03-09,78,ops@hdfcpensio.com,+91-8939019409,True,True
CLT-REC-00334,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,21996.44,9,Verified,2026-06-12,Medium,Active,2025-05-22,4,ops@abudhabiin.com,+91-7218188842,True,True
CLT-REC-00335,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,39422.65,10,Verified,2025-09-12,Medium,Active,2024-10-20,218,ops@emiratesnb.com,+91-8465613064,True,True
CLT-REC-00336,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,14925.16,12,Verified,2026-07-03,High,Active,2025-02-17,98,ops@kotakmahin.com,+91-8258060304,True,True
CLT-REC-00337,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,24926.48,14,Verified,2026-07-25,Low,Active,2024-06-30,330,ops@sbilifeins.com,+91-7466364133,True,True
CLT-REC-00338,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,5045.4,15,Pending,2025-11-29,Low,Active,2024-10-03,235,ops@sbilifeins.com,+91-7380628920,True,True
CLT-REC-00339,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,27863.36,17,Verified,2026-05-31,Low,Active,2024-04-21,400,ops@iciciprude.com,+91-8280840226,True,True
CLT-REC-00340,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,37459.31,19,Verified,2026-09-04,Low,Active,2025-03-02,85,ops@emiratesnb.com,+91-7005558471,True,True
CLT-REC-00341,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,21998.02,8,Verified,2026-03-03,Low,Active,2024-07-06,324,ops@blackrocki.com,+91-7884774186,True,True
CLT-REC-00342,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,1072.82,1,Verified,2026-04-18,Low,Active,2025-04-30,26,ops@sbilifeins.com,+91-7900689759,True,True
CLT-REC-00343,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,16710.95,13,Verified,2025-10-31,Low,Active,2024-06-29,331,ops@nipponindi.com,+91-7279872214,True,True
CLT-REC-00344,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,48282.98,17,Verified,2025-10-01,Medium,Active,2024-10-06,232,ops@tatainvest.com,+91-7488182174,True,True
CLT-REC-00345,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,40188.58,3,Verified,2026-05-15,Low,Active,2024-04-29,392,ops@gicprivate.com,+91-9028105329,True,True
CLT-REC-00346,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,48840.79,1,Verified,2025-08-19,High,Active,2024-07-07,323,ops@blackrocki.com,+91-9902565543,True,True
CLT-REC-00347,CLT0004,HDFC Pension Fund,Pension Fund,APAC,Vikram Singh,2017-11-05,46746.27,20,Verified,2026-08-19,Medium,Active,2024-12-19,158,ops@hdfcpensio.com,+91-9317641772,True,True
CLT-REC-00348,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,31932.29,12,Verified,2026-03-18,High,Active,2024-08-24,275,ops@temasekhol.com,+91-9705772823,True,True
CLT-REC-00349,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,40187.1,7,Expired,2027-02-25,High,Active,2024-08-29,270,ops@licofindia.com,+91-8322923773,True,True
CLT-REC-00350,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,19958.38,20,Verified,2025-08-30,Medium,Active,2024-03-13,439,ops@nipponindi.com,+91-8403988820,True,True
CLT-REC-00351,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,37758.13,2,Verified,2026-03-10,Medium,Active,2025-03-14,73,ops@adityabirl.com,+91-9774791096,True,True
CLT-REC-00352,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,14869.53,9,Verified,2026-03-20,High,Active,2024-01-07,505,ops@gicprivate.com,+91-8115747896,True,True
CLT-REC-00353,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,10409.5,11,Verified,2026-07-28,Medium,Active,2024-08-02,297,ops@emiratesnb.com,+91-9349271258,True,True
CLT-REC-00354,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,29719.59,9,Verified,2027-05-18,Medium,Active,2024-10-04,234,ops@licofindia.com,+91-8942282634,True,True
CLT-REC-00355,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,8128.68,1,Verified,2025-09-15,Medium,Active,2025-04-08,48,ops@sbilifeins.com,+91-8962951029,True,True
CLT-REC-00356,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,47441.46,10,Verified,2026-01-13,Low,Active,2024-01-25,487,ops@adityabirl.com,+91-9266548876,True,True
CLT-REC-00357,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,12179.23,4,Verified,2026-10-15,Medium,Active,2025-04-30,26,ops@emiratesnb.com,+91-8932821798,True,True
CLT-REC-00358,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,8485.59,4,Verified,2025-10-11,High,Active,2025-01-07,139,ops@sbilifeins.com,+91-7148390186,True,True
CLT-REC-00359,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,26499.07,20,Verified,2027-01-31,High,Active,2024-02-21,460,ops@adityabirl.com,+91-9787754865,True,True
CLT-REC-00360,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,32705.17,4,Expired,2027-04-06,Medium,Active,2024-03-24,428,ops@adityabirl.com,+91-9476234719,True,False
CLT-REC-00361,CLT0013,GIC Private Ltd Singapore,Sovereign,APAC,Chen Wei,2017-05-22,12740.17,4,Verified,2026-08-23,High,Active,2024-07-11,319,ops@gicprivate.com,+91-9878846283,True,True
CLT-REC-00362,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,45432.99,2,Verified,2026-08-17,Low,Active,2025-03-06,81,ops@sbilifeins.com,+91-8612450292,True,True
CLT-REC-00363,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,46891.37,7,Verified,2027-03-28,Low,Active,2024-12-03,174,ops@tatainvest.com,+91-9574513218,True,True
CLT-REC-00364,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,36862.7,3,Pending,2027-02-10,Low,Active,2025-02-20,95,ops@iciciprude.com,+91-8752249817,True,True
CLT-REC-00365,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,17569.41,11,Verified,2026-12-20,Low,Active,2024-02-26,455,ops@sbilifeins.com,+91-9502735965,True,True
CLT-REC-00366,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,27084.12,9,Verified,2026-09-14,Medium,Active,2024-11-22,185,ops@nipponindi.com,+91-7250275719,True,True
CLT-REC-00367,CLT0011,BlackRock India Fund,Hedge Fund,Americas,James Mitchell,2020-02-28,22170.12,11,Pending,2026-06-30,Low,Active,2024-01-28,484,ops@blackrocki.com,+91-7066088576,True,True
CLT-REC-00368,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,3440.3,16,Verified,2026-07-17,High,Active,2024-09-17,251,ops@abudhabiin.com,+91-8505323238,True,True
CLT-REC-00369,CLT0005,Kotak Mahindra AMC,AMC,APAC,Neha Gupta,2021-04-18,15997.22,11,Expired,2025-12-18,Low,Active,2024-06-04,356,ops@kotakmahin.com,+91-8088245013,True,True
CLT-REC-00370,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,Omar Al Rashid,2018-03-20,15761.7,18,Verified,2025-09-01,Low,Active,2024-11-22,185,ops@emiratesnb.com,+91-7063535084,True,True
CLT-REC-00371,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,18472.78,3,Verified,2026-09-17,High,Active,2025-02-03,112,ops@nipponindi.com,+91-8605537888,True,True
CLT-REC-00372,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,7087.23,16,Verified,2025-12-03,Low,Active,2025-03-04,83,ops@abudhabiin.com,+91-8290794389,True,False
CLT-REC-00373,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,27513.49,8,Verified,2025-12-25,High,Active,2024-06-05,355,ops@adityabirl.com,+91-9021305574,True,True
CLT-REC-00374,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,43438.58,14,Verified,2026-08-28,Medium,Active,2025-02-05,110,ops@nipponindi.com,+91-7979707855,True,False
CLT-REC-00375,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,9845.7,9,Verified,2027-01-09,Low,Active,2024-04-16,405,ops@adityabirl.com,+91-8009866152,True,True
CLT-REC-00376,CLT0007,ICICI Prudential AMC,AMC,APAC,Sunita Joshi,2019-12-01,19127.01,7,Verified,2026-02-07,High,Active,2024-03-31,421,ops@iciciprude.com,+91-7447036541,True,True
CLT-REC-00377,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,17237.67,6,Pending,2026-08-31,Medium,Active,2024-06-01,359,ops@nipponindi.com,+91-9226006768,True,True
CLT-REC-00378,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,15728.82,2,Verified,2025-12-14,High,Active,2024-07-02,328,ops@licofindia.com,+91-9206291806,True,True
CLT-REC-00379,CLT0009,Emirates NBD Asset Mgmt,Institutional,EMEA,,2018-03-20,17871.09,6,Verified,2026-05-31,Low,Active,2024-12-04,173,,,False,True
CLT-REC-00380,CLT0010,Abu Dhabi Investment Auth,Sovereign,EMEA,Fatima Al Zaabi,2015-08-11,3133.46,16,Verified,2026-01-15,High,Active,2025-02-08,107,ops@abudhabiin.com,+91-7921673220,True,True
CLT-REC-00381,CLT0001,Tata Investment Corp,Institutional,APAC,Priya Sharma,2019-03-15,22930.28,7,Pending,2025-09-10,Low,Active,2025-05-13,13,ops@tatainvest.com,+91-8958398132,True,True
CLT-REC-00382,CLT0002,Aditya Birla Capital,Institutional,APAC,Rahul Mehta,2018-07-22,17304.81,15,Verified,2027-04-19,High,Active,2025-03-16,71,ops@adityabirl.com,+91-7482881550,True,True
CLT-REC-00383,CLT0003,SBI Life Insurance,Insurance,APAC,Anjali Patel,2020-01-10,13324.22,4,Verified,2027-03-22,Low,Active,2024-06-16,344,ops@sbilifeins.com,,False,True
CLT-REC-00384,CLT0006,LIC of India,Insurance,APAC,Arjun Nair,2016-09-30,38017.32,10,Verified,2025-07-01,Low,Active,2024-11-25,182,ops@licofindia.com,+91-8116299376,True,True
CLT-REC-00385,CLT0008,Nippon India MF,AMC,APAC,Deepak Rao,2020-06-14,43161.15,10,Verified,2026-02-27,Low,Active,2024-01-05,507,ops@nipponindi.com,+91-8926464460,True,True
CLT-REC-00386,CLT0014,Temasek Holdings,Sovereign,APAC,Lim Boon Keng,2016-10-08,29399.97,17,Verified,2025-12-11,Medium,Active,2024-04-29,392,ops@temasekhol.com,+91-7215982676,True,False
